ADN	ad
narcisse	naʁ.ˈsis
nation	na.ˈsjõ
national	na.sjo.ˈnal
natter	na.ˈte
nature	na.ˈtyʁ
naturel	na.ty.ˈʁɛl
naturellement	na.ty.ʁɛ.ˈləm
naufrage	no.ˈfʁaʒ
navet	na.ˈvɛ
naviguer	na.vi.ˈge
navire	na.ˈviʁ
naïf	naif
naître	nɛtʁ
necessaire	nə.sɛ.ˈsɛʁ
neige	nɛʒ
neiger	nɛ.ˈʒe
nerf	nɛʁ
nerveux	nɛʁ.ˈvø
net	nɛt
neuf	nœf
neutre	nøtʁ
neveu	nə.ˈvø
nez	ne
nez aquilin	nea.ki.ˈlɛ̃
ne ... guère	nə.ˈgɛʁ
ne ... jamais	nə.ʒa.ˈmɛ
ne ... nullement	nə.ny.ˈləm
ne ... pas	nə.ˈpa
ne ... plus	nə.ˈply
ne ... que	nə.ˈkə
ne pas s'éteindre	nə.pa.se.ˈtɛ̃dʁ
nicaraguayen	ni.ka.ʁa.ˈgɛj
niche	niʃ
nicher	ni.ˈʃe
nickel	ni.ˈkɛl
nid	ni
nier	nje
nigérian	ni.ʒe.ˈʁjã
nigérien	ni.ʒe.ˈʁi
niveau	ni.ˈvo
nièce	njɛs
ni ... ni	ni.ˈni
noble	nɔbl
noce	nɔs
noir	nwaʁ
noisette	nwa.ˈzɛt
noix	nwa
nom	nõ
nombre	nõbʁ
nombreux	nõ.ˈbʁø
nombril	nõ.ˈbʁil
nommer	nɔ.ˈme
non	nõ
nord	nɔʁ
nordafricain	nɔʁ.da.fʁi.ˈkɛ̃
normal	nɔʁ.ˈmal
normand	nɔʁ.ˈmã
norvégien	nɔʁ.ve.ˈʒi
norvégienne	nɔʁ.veʒ.ˈjɛn
nostalgie	no.stal.ˈʒi
notaire	no.ˈtɛʁ
note	nɔt
noter	nɔ.ˈte
notion	nɔ.ˈtjõ
nouer	nue
nourrir	nu.ˈʁiʁ
nourriture	nu.ʁi.ˈtyʁ
nous	nu
nouveau	nu.ˈvo
nouvelle	nu.ˈvɛl
novembre	no.ˈvãbʁ
noyau	nwa.ˈjo
noyer	nwa.ˈje
nu	ny
nuage	nyaʒ
nuance	nyãs
nucléaire	ny.ˈkleɛʁ
nuire	nɥiʁ
nuisible	nɥi.ˈzibl
nuit	nɥi
nul	nyl
nulle part	nyl.ˈpaʁ
numéro	ny.me.ˈʁo
nuque	nyk
nurembergeois	ny.ʁã.bɛʁ.ˈʒwa
nylon	ni.ˈlõ
nymphe	nɛ̃f
nymphéa	nɛ̃.ˈfea
n'importe	nɛ̃.ˈpɔʁt
néanmoins	neã.ˈmwɛ̃
nécessaire	ne.se.ˈsɛʁ
nécessité	ne.se.si.ˈte
néerlandais	neɛʁ.lã.ˈdɛ
négligence	ne.gli.ˈʒãs
négligent	ne.ˈgliʒ
négliger	ne.gli.ˈʒe
négociant	ne.gɔ.ˈsjã
nématode	ne.ma.ˈtɔd
néon	neõ
népalais	ne.pa.ˈlɛ
névralgie faciale	ne.vʁal.ʒi.fa.ˈsjal
nègre	nɛgʁ
oasis	ɔa.ˈzis
objet	ob.ˈʒɛ
obligatoire	o.bli.ga.ˈtwaʁ
obliger	o.bli.ˈʒe
obliger à	o.bli.ˈʒea
oblique	o.ˈblik
obscur	ob.ˈskyʁ
obscurité	ob.sky.ʁi.ˈte
observation	ob.sɛʁ.va.ˈsjõ
observer	ob.sɛʁ.ˈve
obstacle	ob.ˈstakl
obstiné	ob.sti.ˈne
obséder	ɔb.se.ˈde
obsèques	ɔb.ˈsɛk
obtenir	ob.tə.ˈniʁ
obtus	ob.ˈty
obéir	o.ˈbeiʁ
obéissance	o.bei.ˈsãs
obéissant	o.bei.ˈsã
occasion	o.kaz.ˈjõ
occident	ok.ˈsid
occupation	o.ky.pa.ˈsjõ
occuper	o.ky.ˈpe
octet	ok.ˈtɛ
octobre	ok.ˈtɔbʁ
océan	ɔ.ˈseã
océan Antarctique	ɔ.seãã.taʁk.ˈtik
océan Arctique	ɔ.seãaʁk.ˈtik
océan Atlantique	ɔ.seãat.lã.ˈtik
océan Glacial du Nord	ɔ.seã.gla.sjal.dy.ˈnɔʁ
océan Pacifique	ɔ.seã.pa.si.ˈfik
odeur	o.ˈdœʁ
odeur délétère	o.dœʁ.de.le.ˈtɛʁ
odieux	o.ˈdjø
odorat	ɔ.dɔ.ˈʁa
offenser	o.fã.ˈse
office	o.ˈfis
office religieux	o.fis.ʁə.liʒ.ˈjø
officier	o.fi.ˈsje
offre	ɔfʁ
offrir	ɔ.ˈfʁiʁ
oficiel	o.fi.ˈsjɛl
oh	o
ohm	om
oie	wa
oignon	ɔ.ˈnjõ
oiseau	wa.ˈzo
oisillon	wa.zi.ˈjõ
olda	ɔl.ˈda
olive	ɔ.ˈliv
olivier	ɔ.li.ˈvje
ombre	õbʁ
omettre	o.ˈmɛtʁ
omnibus	ɔm.ni.ˈbys
omoplate	ɔ.mɔ.ˈplat
on	õ
oncle	õkl
ondatra	õ.da.ˈtʁa
onde	õd
ondoyer	õ.dwa.ˈje
onduler	õ.dy.ˈle
ongle	õgl
onze	õz
onzième	õz.ˈjɛm
opinion	o.pi.ˈnjõ
opportun	o.pɔʁ.ˈtœ̃
opposition	o.po.zi.ˈsjõ
opposé	o.po.ˈze
oppression	o.pʁɛ.ˈsjõ
opter	ɔp.ˈte
opticien	ɔp.ti.ˈsi
optimisme	ɔp.ti.ˈmism
opération	o.pe.ʁa.ˈsjõ
opération de caisse	o.pe.ʁa.sjõ.də.ˈkɛs
opérer	o.pe.ˈʁe
or	ɔʁ
orage	o.ˈʁaʒ
orange	o.ˈʁãʒ
oranger	o.ʁã.ˈʒe
orateur	o.ʁa.ˈtœʁ
orbite	oʁ.ˈbit
orchestration	ɔʁ.kɛ.stʁa.ˈsjõ
orchestre	ɔʁ.ˈkɛstʁ
orchestrer	ɔʁ.kɛ.ˈstʁe
ordinaire	oʁ.di.ˈnɛʁ
ordinairement	oʁ.di.nɛ.ˈʁəm
ordinateur	oʁ.di.na.ˈtœʁ
ordonnance	oʁ.do.ˈnãs
ordonner	oʁ.dɔ.ˈne
ordre	ɔʁdʁ
ordre du jour	ɔʁdʁ.dy.ˈʒuʁ
ordures	oʁ.ˈdyʁ
oreille	ɔ.ˈʁɛj
oreiller	ɔ.ʁɛ.ˈje
organe	oʁ.ˈgan
organiser	oʁ.ga.ni.ˈze
orge	ɔʁʒ
orgie	oʁ.ˈʒi
orgue	ɔʁg
orient	ɔ.ˈʁi
orifice	ɔ.ʁi.ˈfis
original	o.ʁi.ʒi.ˈnal
origine	o.ʁi.ˈʒin
orme	ɔʁm
ornament	ɔʁ.ˈnam
ornement	ɔʁ.ˈnəm
orner	ɔʁ.ˈne
orphelin	ɔʁ.fə.ˈlɛ̃
orteil	ɔʁ.ˈtɛj
orthodoxe	oʁ.to.ˈdɔks
orthographe	oʁ.to.ˈgʁaf
ortie	oʁ.ˈti
os	os
osciller	o.si.ˈje
oser	o.ˈze
oser attaquer	o.zea.ta.ˈke
oser entreprendre	o.zeã.tʁə.ˈpʁãdʁ
osseux	o.ˈsø
otage	o.ˈtaʒ
ou	u
ouate	wat
oublier	ubl.ˈje
ouest	wɛst
oui	wi
ouragan	u.ʁa.ˈgã
ours	uʁ
ourse	uʁs
outil	u.ˈti
outre	utʁ
ouverture	u.vɛʁ.ˈtyʁ
ouvrage	u.ˈvʁaʒ
ouvrier	uvʁ.ˈje
ouvrir	u.ˈvʁiʁ
ou bien	u.ˈbi
oxygène	ok.si.ˈʒɛn
ozone	o.ˈzɔn
oïl	oil
où	u
pacte	pakt
page	paʒ
paille	paj
pain	pɛ̃
paire	pɛʁ
paisible	pɛ.ˈzibl
paisiblement	pɛ.zi.ˈbləm
paix	pɛ
pakistanais	pa.ki.sta.ˈnɛ
palais	pa.ˈlɛ
paletot	pa.lə.ˈto
palladium	pa.la.ˈdjɔm
palmier	pal.ˈmje
palper	pal.ˈpe
pamplemousse	pã.plə.ˈmus
pan	pã
panaméen	pa.na.ˈme
panier	pa.ˈnje
panique	pa.ˈnik
panne	pan
panneau	pa.ˈno
panneau d'affichage	pa.no.da.fi.ˈʃaʒ
panorama	pa.no.ʁa.ˈma
panser	pã.ˈse
pantalon	pã.ta.ˈlõ
panthère	pã.ˈtɛʁ
pantoufle	pã.ˈtufl
paon	pã
papa	pa.ˈpa
paparazzo	pa.pa.ʁad.ˈzo
pape	pap
papier	pa.ˈpje
papier buvard	pa.pje.by.ˈvaʁ
papillon	pa.pi.ˈjõ
paprika	pa.pʁi.ˈka
paquet	pa.ˈkɛ
par	paʁ
parachute	pa.ʁa.ˈʃyt
parader	pa.ʁa.ˈde
paradis	pa.ʁa.ˈdi
paradoxe	pa.ʁa.ˈdɔks
parages	pa.ˈʁaʒ
parallèle	pa.ʁa.ˈlɛl
paralyser	pa.ʁa.li.ˈze
parapluie	pa.ʁapl.ˈɥi
paraître	pa.ˈʁɛtʁ
parc	paʁk
parce que	paʁ.ˈskə
parcourir	paʁ.ku.ˈʁiʁ
pardessus	paʁ.də.ˈsy
pardon	paʁ.ˈdõ
pardonner	paʁ.dɔ.ˈne
pareil	pa.ˈʁɛj
pareillement	pa.ʁɛ.ˈjəm
parent	paʁ
parente	pa.ˈʁãt
parenthèse	pa.ʁã.ˈtɛz
parents	paʁ
parer	pa.ˈʁe
parfait	paʁ.ˈfɛ
parfois	paʁ.ˈfwa
parfum	paʁ.ˈfym
parfumer	paʁ.fy.ˈme
parier	pa.ˈʁje
parlement	paʁ.ˈləm
parler	paʁ.ˈle
parler à	paʁ.ˈlea
parmi	paʁ.ˈmi
paroi	pa.ˈʁwa
paroisse	pa.ˈʁwas
parole	pa.ˈʁɔl
parrain	pa.ˈʁɛ̃
parsemer	paʁ.sə.ˈme
part	paʁ
partager	paʁ.ta.ˈʒe
parterre	paʁ.ˈtɛʁ
parti	paʁ.ˈti
participation aux bénéfices	paʁ.ti.si.pa.sjõo.be.ne.ˈfis
participe	paʁ.ti.ˈsip
participer	paʁ.ti.si.ˈpe
particulier	paʁ.ti.ky.ˈlje
particulièrement	paʁ.ti.ky.ljɛ.ˈʁəm
partie	paʁ.ˈti
partir	paʁ.ˈtiʁ
partisan	paʁ.ti.ˈzã
partisan de la même doctrine	paʁ.ti.zã.də.la.mɛm.dɔk.ˈtʁin
parti aux bénéfices	paʁ.tio.be.ne.ˈfis
partout	paʁ.ˈtu
parure	pa.ˈʁyʁ
parvenir	paʁ.və.ˈniʁ
par acclamation	pa.ʁa.kla.ma.ˈsjõ
par alliance	pa.ʁa.ˈljãs
par exemple	pa.ʁɛg.ˈzãpl
par hasard	pa.ʁa.ˈzaʁ
par moins	paʁ.ˈmwɛ̃
par voie d'adjudication	paʁ.vwa.dad.ʒy.di.ka.ˈsjõ
pas	pa
passablement	pa.sa.ˈbləm
passager	pa.sa.ˈʒe
passeport	pa.sə.ˈpɔʁ
passer	pa.ˈse
passereau	pa.sə.ˈʁo
passer chez	pa.se.ˈʃe
passer la nuit	pa.se.la.ˈnɥi
passer à tabac	pa.sea.ta.ˈba
passion	pa.ˈsjõ
passionnant	pa.sjɔ.ˈnã
passé	pa.ˈse
pasteur	pa.ˈstœʁ
pas du tout	pa.dy.ˈtu
patauger	pa.to.ˈʒe
patience	pa.ˈsjãs
patient	pa.ˈti
patin	pa.ˈtɛ̃
patriote	pa.ˈtʁiɔt
patron	pa.ˈtʁõ
patte	pat
paume	pom
paupière	po.ˈpjɛʁ
pause	poz
pauvre	povʁ
pavillon	pa.vi.ˈjõ
pavot	pa.ˈvo
pavé	pa.ˈve
paye	pɛj
payer	pɛ.ˈje
payer un premier acompte	pɛ.jeœ̃.pʁə.mjea.ˈkõt
pays	pɛj
paysage	pei.ˈzaʒ
paysan	pei.ˈzã
pays de Galles	pɛj.də.ˈgal
peau	po
peau de vache	po.də.ˈvaʃ
peigne	pɛnj
peigner	pɛ.ˈnje
peindre	pɛ̃dʁ
peine	pɛn
peiner	pɛ.ˈne
peintre	pɛ̃tʁ
peinture	pɛ̃.ˈtyʁ
peiné	pɛ.ˈne
pelage	pə.ˈlaʒ
pelle	pɛl
pelleter	pɛ.lə.ˈte
pellicule	pɛ.li.ˈkyl
pelouse	pə.ˈluz
pencher	pã.ˈʃe
pendant	pã.ˈdã
pendant que	pã.dã.ˈkə
pendre	pãdʁ
pendule	pã.ˈdyl
penible	pə.ˈnibl
penser	pã.ˈse
penser que	pã.se.ˈkə
pension	pã.ˈsjõ
pensionnat	pã.sjɔ.ˈna
pension alimentaire	pã.sjõa.li.mã.ˈtɛʁ
pension de famille	pã.sjõ.də.fa.ˈmij
pensée	pã.ˈse
pente	pãt
percer	pɛʁ.ˈse
percevoir	pɛʁ.sə.ˈvwaʁ
perche	pɛʁʃ
perdre	pɛʁdʁ
perdrix	pɛʁ.ˈdʁi
perfection	pɛʁ.fɛk.ˈsjõ
perfide	pɛʁ.ˈfid
peril	pə.ˈʁil
perle	pɛʁl
perluète	pɛʁ.ˈlyɛt
permanent	pɛʁ.ˈman
permettre	pɛʁ.ˈmɛtʁ
permis	pɛʁ.ˈmi
permission	pɛʁ.mi.ˈsjõ
perpétuel	pɛʁ.pɛ.ˈtyɛl
perroquet	pɛ.ʁɔ.ˈkɛ
perruque	pɛ.ˈʁyk
persan	pɛʁ.ˈsã
persil	pɛʁ.ˈsi
persister	pɛʁ.si.ˈste
personnage	pɛʁ.so.ˈnaʒ
personne	pɛʁ.ˈsɔn
personnel	pɛʁ.so.ˈnɛl
personne qui ne boit jamais d'alcool	pɛʁ.sɔn.ki.nə.bwa.ʒa.mɛ.dal.ˈkɔl
person de connaissance	pɛʁ.sõ.də.ko.nɛ.ˈsãs
perspective	pɛʁ.spɛk.ˈtiv
persuader	pɛʁ.sya.ˈde
perséverer	pɛʁ.se.və.ˈʁe
persévérer	pɛʁ.se.ve.ˈʁe
perte	pɛʁt
pertinence	pɛʁ.ti.ˈnãs
perturber	pɛʁ.tyʁ.ˈbe
pervenche	pɛʁ.ˈvãʃ
perçant	pɛʁ.ˈsã
pesanteur	pə.zã.ˈtœʁ
peser	pə.ˈze
pessimisme	pɛ.si.ˈmism
pessimiste	pɛ.si.ˈmist
pestilentiel	pɛ.sti.lã.ˈsjɛl
pet	pɛ
petit	pə.ˈti
petit déjeuner	pə.ti.de.ʒœ.ˈne
petit pain	pə.ti.ˈpɛ̃
petit à petit	pə.tia.pə.ˈti
peuple	pœpl
peuplier	pœpl.ˈje
peur	pœʁ
peureux	pœ.ˈʁø
peu de	pø.ˈdə
peu à peu	pøa.ˈpø
phare	faʁ
pharmacie	faʁ.ma.ˈsi
pharmacien	faʁ.ma.ˈsi
phase	faz
philippin	fi.li.ˈpɛ̃
philosophie	fi.lo.zo.ˈfi
phonographe	fo.no.ˈgʁaf
phoque	fɔk
phosphore	fo.ˈsfɔʁ
photo	fo.ˈto
photographe	fo.to.ˈgʁaf
photographie	fo.to.gʁa.ˈfi
photographier	fo.to.gʁa.ˈfje
phrase	fʁaz
physique	fi.ˈzik
phénix	fe.ˈni
phénomène	fe.nɔ.ˈmɛn
piano	pja.ˈno
pie	pi
pierre	pjɛʁ
pieu	pjø
pieuvre	pjœvʁ
pieux	pjø
pigeon	pi.ˈʒõ
piler	pi.ˈle
pilier	pi.ˈlje
piller	pi.ˈje
piloter	pi.lɔ.ˈte
pilote de ligne	pi.lɔt.də.ˈlinj
pilule	pi.ˈlyl
pin	pɛ̃
pinceau	pɛ̃.ˈso
pincer	pɛ̃.ˈse
pinces	pɛ̃s
pioche	pjɔʃ
pionnier	pjɔ.ˈnje
pipe	pip
piquant	pi.ˈkã
piquer	pi.ˈke
piqûre	pi.ˈkyʁ
pirate de l'air	pi.ʁat.də.ˈlɛʁ
pire	piʁ
pis	pi
piscine	pi.ˈsin
pissenlit	pi.sã.ˈli
pisser	pi.ˈse
piste	pist
pistil	pi.ˈstil
pistolet	pi.stɔ.ˈlɛ
piston	pi.ˈstõ
pitié	pi.ˈtje
pittoresque	pi.to.ˈʁɛsk
pivot	pi.ˈvo
piétiner	pje.ti.ˈne
piéton	pje.ˈtõ
pièce	pjɛs
pièce de théâtre	pjɛs.də.ˈteatʁ
piège	pjɛʒ
placard	pla.ˈkaʁ
place	plas
placer	pla.ˈse
placer d'argent	pla.se.ˈdaʁʒ
plafond	pla.ˈfõ
plage	plaʒ
plaider	plɛ.ˈde
plaie	plɛ
plaindre	plɛ̃dʁ
plaine	plɛn
plainte	plɛ̃t
plaire	plɛʁ
plaisir	plɛ.ˈziʁ
plan	plã
planche	plãʃ
plancher	plã.ˈʃe
planer	pla.ˈne
plante	plãt
planter	plã.ˈte
plante du pied	plãt.dy.ˈpje
planète	pla.ˈnɛt
plaque	plak
plastique	pla.ˈstik
plat	pla
platane	pla.ˈtan
plateau	pla.ˈto
platine	pla.ˈtin
pleur	plœʁ
pleurer	plœ.ˈʁe
pleuvoir	plœ.ˈvwaʁ
pli	pli
plier	plje
plomb	plõ
plonger	plõ.ˈʒe
plongé dans	plõ.ʒe.ˈdã
ployer	plwa.ˈje
pluie	plɥi
plume	plym
plupart	ply.ˈpaʁ
plus	ply
plusieurs	plyz.ˈjœʁ
plusieurs fois	plyz.jœʁ.ˈfwa
plus loin	ply.ˈlwɛ̃
plutonium	ply.to.ˈnjɔm
plutôt	ply.ˈto
poche	pɔʃ
poids	pwa
poids lourd	pwa.ˈluʁ
poignet	pwa.ˈnjɛ
poignée	pwa.ˈnje
poignée de main	pwa.nje.də.ˈmɛ̃
poil	pwal
poilu	pwa.ˈly
poil d'animal	pwal.da.ni.ˈmal
poing	pwɛ̃
point	pwɛ̃
pointe	pwɛ̃t
pointu	pwɛ̃.ˈty
point culminant	pwɛ̃.kyl.mi.ˈnã
point de contact	pwɛ̃.də.kõ.ˈtakt
point de vue	pwɛ̃.də.ˈvy
point du jour	pwɛ̃.dy.ˈʒuʁ
poire	pwaʁ
poirier	pwa.ˈʁje
pois	pwa
poison	pwa.ˈzõ
poisson	pwa.ˈsõ
poitrine	pwa.ˈtʁin
poivre	pwavʁ
poli	pɔ.ˈli
police	pɔ.ˈlis
policier	pɔ.li.ˈsje
polir	pɔ.ˈliʁ
politesse	pɔ.li.ˈtɛs
politique	pɔ.li.ˈtik
pollution atmosphérique	pɔ.ly.tjõat.mɔ.sfe.ˈʁik
polonais	pɔ.lo.ˈnɛ
polynésien	pɔ.li.ne.ˈzi
polémique	pɔ.le.ˈmik
pomme	pɔm
pomme de pin	pɔm.də.ˈpɛ̃
pomme de terre	pɔm.də.ˈtɛʁ
pommier	pɔ.ˈmje
pompe	põp
pomper	põ.ˈpe
pompette	põ.ˈpɛt
ponctuation	põk.tya.ˈsjõ
ponctuel	põk.ˈtyɛl
pont	põ
pont aérien	põae.ˈʁi
populaire	po.py.ˈlɛʁ
population	po.py.la.ˈsjõ
porc	pɔʁ
port	pɔʁ
porte	pɔʁt
portefeuille d'actions	pɔʁ.tə.fœj.dak.ˈsjõ
porter	pɔʁ.ˈte
porter plainte	pɔʁ.te.ˈplɛ̃t
porteur	pɔʁ.ˈtœʁ
porte document	pɔʁt.do.ˈkym
portion	pɔʁ.ˈtjõ
portrait	poʁ.ˈtʁɛ
portugais	pɔʁ.ty.ˈgɛ
poser	po.ˈze
poser une question	po.zeyn.kɛst.ˈjõ
poseur	po.ˈzœʁ
positif	po.zi.ˈtif
position	po.zi.ˈsjõ
possession	po.sɛ.ˈsjõ
possible	po.ˈsibl
posséder	po.se.ˈde
poste	pɔst
poste aérienne	pɔ.stae.ˈʁjɛn
pot	po
potable	po.ˈtabl
potage	po.ˈtaʒ
potassium	po.ta.ˈsjɔm
poteau	po.ˈto
potiron	pɔ.ti.ˈʁõ
pou	pu
pouah	pwa
poubelle	pu.ˈbɛl
pouce	pus
poudre	pudʁ
poudre à canon	pu.dʁa.ka.ˈnõ
poulailler	pu.la.ˈje
poule	pul
poulet	pu.ˈlɛ
poulpe	pulp
pouls	pul
poumon	pu.ˈmõ
poupée	pu.ˈpe
pour	puʁ
pourboire	puʁ.ˈbwaʁ
pourcentage	puʁ.sã.ˈtaʒ
pourchasser	puʁ.ʃa.ˈse
pourpre	puʁpʁ
pourrir	pu.ˈʁiʁ
poursuivre	puʁ.ˈsɥivʁ
pourtant	puʁ.ˈtã
pourvoir	puʁ.ˈvwaʁ
pour ainsi dire	pu.ʁɛ̃.si.ˈdiʁ
pour combien de temps	puʁ.kõ.bi.də.ˈtã
pour la plus part	puʁ.la.ply.ˈpaʁ
pour que	puʁ.ˈkə
pour toutes sortes de raisons	puʁ.tut.sɔʁt.də.ʁɛ.ˈzõ
pousser	pu.ˈse
pousser à	pu.ˈsea
poussin	pu.ˈsɛ̃
poussière	pu.ˈsjɛʁ
poutre	putʁ
pouvoir	pu.ˈvwaʁ
poésie	pɔe.ˈzi
poème	poɛm
poète	poɛt
poêle	pwal
prairie	pʁɛ.ˈʁi
pratique	pʁa.ˈtik
pratiquer	pʁa.ti.ˈke
premier	pʁə.ˈmje
premier acompte	pʁə.mjea.ˈkõt
prendre	pʁãdʁ
prendre dans les bras	pʁãdʁ.dã.le.ˈbʁa
prendre fin	pʁãdʁ.ˈfɛ̃
prendre l'initiative	pʁãdʁ.li.ni.sja.ˈtiv
prendre part	pʁãdʁ.ˈpaʁ
prendre à bail	pʁã.dʁa.ˈbaj
presque	pʁɛsk
presqu'île	pʁɛ.ˈskil
presse	pʁɛs
presser	pʁɛ.ˈse
presser le pas	pʁɛ.se.lə.ˈpa
pression	pʁɛ.ˈsjõ
pression atmosphérique	pʁɛ.sjõat.mɔ.sfe.ˈʁik
prestige	pʁɛ.ˈstiʒ
preuve	pʁœv
prier	pʁie
primaire	pʁi.ˈmɛʁ
primeur	pʁi.ˈmœʁ
primevère	pʁi.mə.ˈvɛʁ
prince	pʁɛ̃s
princesse	pʁɛ̃.ˈsɛs
principal	pʁɛ̃.si.ˈpal
principalement	pʁɛ̃.si.pa.ˈləm
principe	pʁɛ̃.ˈsip
printemps	pʁɛ̃.ˈtã
prise	pʁiz
prise de courant	pʁiz.də.ku.ˈʁã
prise de courant femelle	pʁiz.də.ku.ʁã.fə.ˈmɛl
prise de courant mâle	pʁiz.də.ku.ʁã.ˈmal
prison	pʁi.ˈzõ
prisonnier	pʁi.zɔ.ˈnje
privation	pʁi.va.ˈsjõ
privilégié	pʁi.vi.leʒ.ˈje
privilège	pʁi.vi.ˈlɛʒ
privé	pʁi.ˈve
prix	pʁi
prière	pʁiɛʁ
probablement	pʁo.ba.ˈbləm
problème	pʁo.ˈblɛm
procession	pʁo.sɛ.ˈsjõ
processus	pʁɔ.se.ˈsy
prochain	pʁo.ˈʃɛ̃
prochaine	pʁo.ˈʃɛn
proche	pʁɔʃ
proches	pʁɔʃ
proclamer	pʁo.kla.ˈme
procurer	pʁo.ky.ˈʁe
procureur	pʁo.ky.ˈʁœʁ
procéder	pʁo.se.ˈde
procédé	pʁo.se.ˈde
procès	pʁo.ˈsɛ
prodigieux	pʁo.diʒ.ˈjø
prodiguer	pʁo.di.ˈge
production	pʁo.dyk.ˈsjõ
produire	pʁo.ˈdɥiʁ
produit	pʁo.ˈdɥi
produit agricole	pʁo.dɥia.gʁi.ˈkɔl
professeur	pʁo.fɛ.ˈsœʁ
profession	pʁo.fɛ.ˈsjõ
profit	pʁo.ˈfi
profiter	pʁo.fi.ˈte
profond	pʁo.ˈfõ
profondeur	pʁo.fõ.ˈdœʁ
prognostic	pʁo.njo.ˈstik
progresser	pʁɔ.gʁe.ˈse
progrès	pʁo.ˈgʁɛ
proie	pʁwa
projectile	pʁo.ʒɛk.ˈtil
projet	pʁo.ˈʒɛ
projeter	pʁo.ʒə.ˈte
projeter une image	pʁo.ʒə.tey.ni.ˈmaʒ
projeter un liquide	pʁo.ʒə.teœ̃.li.ˈkid
prologue	pʁɔ.ˈlɔg
prolonger	pʁɔ.lõ.ˈʒe
prolétaire	pʁɔ.le.ˈtɛʁ
promenade	pʁo.mə.ˈnad
promeneur	pʁo.mə.ˈnœʁ
promesse	pʁo.ˈmɛs
promettre	pʁo.ˈmɛtʁ
promoteur	pʁɔ.mɔ.ˈtœʁ
promotion	pʁɔ.mɔ.ˈtjõ
promouvoir	pʁɔ.mu.ˈvwaʁ
prompt	pʁõpt
prononcer	pʁo.nõ.ˈse
prononciation	pʁo.nõ.sja.ˈsjõ
propagande	pʁo.pa.ˈgãd
propager	pʁo.pa.ˈʒe
prophète	pʁo.ˈfɛt
propice	pʁo.ˈpis
proportion	pʁɔ.pɔʁ.ˈtjõ
propos	pʁo.ˈpo
proposition	pʁo.po.zi.ˈsjõ
propre	pʁɔpʁ
proprement	pʁo.ˈpʁəm
propreté	pʁo.pʁə.ˈte
propriété	pʁo.pʁje.ˈte
propriété foncière	pʁo.pʁje.te.fõ.ˈsjɛʁ
prospectus	pʁo.spɛk.ˈtys
prospérer	pʁo.spe.ˈʁe
prospérité	pʁo.spe.ʁi.ˈte
prostituer	pʁo.sti.ˈtye
prostitution	pʁo.sti.ty.ˈtjõ
prostituée	pʁo.sti.ˈtye
protecteur	pʁo.tɛk.ˈtœʁ
protection	pʁo.tɛk.ˈsjõ
protestant	pʁo.tɛ.ˈstã
protestation	pʁo.tɛ.sta.ˈsjõ
protester	pʁo.tɛ.ˈste
protocole	pʁo.to.ˈkɔl
proton	pʁo.ˈtõ
prototype	pʁo.to.ˈtip
protéger	pʁo.te.ˈʒe
protéine	pʁo.ˈtein
prouver	pʁu.ˈve
provenir	pʁo.və.ˈniʁ
proverbe	pʁo.ˈvɛʁb
province	pʁo.ˈvɛ̃s
provision	pʁo.viz.ˈjõ
provisoire	pʁo.viz.ˈwaʁ
provoquer	pʁo.vɔ.ˈke
prudence	pʁy.ˈdãs
prudent	pʁyd
prune	pʁyn
prussien	pʁy.ˈsi
pré	pʁe
précaution	pʁe.ko.ˈtjõ
précieux	pʁe.ˈsjø
précipitation	pʁe.si.pi.ta.ˈsjõ
précipiter	pʁe.si.pi.ˈte
précis	pʁe.ˈsi
précisément	pʁe.si.ˈzem
précoce	pʁe.ˈkɔs
précédent	pʁe.ˈsed
précéder	pʁe.se.ˈde
prédire	pʁe.ˈdiʁ
préface	pʁe.ˈfas
préfixe	pʁe.ˈfiks
préférer	pʁe.fe.ˈʁe
préjudice	pʁe.ʒy.ˈdis
préjugé	pʁe.ʒy.ˈʒe
prélever	pʁe.lə.ˈve
prématuré	pʁe.ma.ty.ˈʁe
prénom	pʁe.ˈnõ
préoccuper	pʁeɔ.ky.ˈpe
préparatif	pʁe.pa.ʁa.ˈtif
préparation	pʁe.pa.ʁa.ˈsjõ
préparer	pʁe.pa.ˈʁe
préposition	pʁe.po.zi.ˈsjõ
présence	pʁe.ˈzãs
présent	pʁez
présentation	pʁe.zã.ta.ˈsjõ
présenter	pʁe.zã.ˈte
préservatif	pʁe.zɛʁ.va.ˈtif
préserver	pʁe.zɛʁ.ˈve
président	pʁe.ˈzid
présider	pʁe.zi.ˈde
prétendre à	pʁe.tã.ˈdʁa
prétexte	pʁe.ˈtɛkst
prétexter	pʁe.tɛk.ˈste
prévenir	pʁɛv.ˈniʁ
prévisible	pʁe.vi.ˈzibl
prévoir	pʁe.ˈvwaʁ
près	pʁɛ
près de	pʁɛ.ˈdə
prêcher	pʁɛ.ˈʃe
prêt	pʁɛ
prêter	pʁɛ.ˈte
prêter attention à	pʁɛ.tea.tã.ˈtjõa
prêter serment	pʁɛ.te.ˈsɛʁm
prêtre	pʁɛtʁ
psaume	psom
pseudonyme	psø.dɔ.ˈnim
psychiatre	psi.ˈkjatʁ
psychiatrie	psi.kja.ˈtʁi
psychique	psi.ˈʃik
psychisme	psi.ˈʃism
psychologie	psi.ko.lo.ˈʒi
psychologue	psi.ko.ˈlɔg
